iter	RMSE
197	0.2343835818
198	0.2338615324
199	0.2333817675
200	0.2328694941
201	0.232325736
202	0.2318426317
203	0.2313800453
204	0.230940424
205	0.2304947135
206	0.2300092188
207	0.2295027489
208	0.2291021643
209	0.2286035395
210	0.2281397428
211	0.2277116588
212	0.2272408273
213	0.226806608
214	0.2263703254
215	0.2259697675
216	0.2254946445
217	0.2249972611
218	0.2245855143
219	0.2241958561
220	0.2237365206
221	0.2232782665
222	0.2228468078
223	0.2224261009
224	0.2220191757
225	0.2215496951
226	0.2210802661
227	0.2206060316
228	0.2201999261
229	0.2197889515
230	0.2193762687
231	0.2189618245
232	0.2185853184
233	0.2181778657
234	0.2177562044
235	0.2173369333
236	0.2169183465
237	0.2164819745
238	0.2161364773
239	0.2156742246
240	0.2152930182
241	0.2148792258
242	0.2144934191
243	0.2141381465
244	0.2137296741
245	0.2133570143
246	0.2129575776
247	0.2126031382
248	0.2121965702
249	0.211810849
250	0.2113999191
251	0.2109946738
252	0.2106316617
253	0.2102957221
254	0.2098885592
255	0.2095151146
256	0.2091913293
257	0.2088223451
258	0.2084856509
259	0.2081139949
260	0.2077502007
261	0.2073846389
262	0.2070417596
263	0.2066581784
264	0.2062893243
265	0.2059584728
266	0.2056141381
267	0.2052678827
268	0.2048898142
269	0.2045591083
270	0.2041911586
271	0.2038348575
272	0.2034878099
273	0.2030772151
274	0.2027305389
275	0.2024094094
276	0.2020287094
277	0.2016876528
278	0.2013551355
279	0.2010070933
280	0.2007305327
281	0.2004100932
282	0.2000554749
283	0.1997332731
284	0.1994100554
285	0.1991258866
286	0.1988323008
287	0.1985609072
288	0.1983076936
289	0.1980089471
290	0.197651302
291	0.1973244586
292	0.1970078643
293	0.1966841707
294	0.1964286607
295	0.1961351984
296	0.1959055175
297	0.1956030329
298	0.1953007335
299	0.1950100582
300	0.1946968892
301	0.1944190662
302	0.194118582
303	0.1938609785
304	0.1936009635
305	0.1933390487
306	0.1930182276
307	0.1927343604
308	0.1924229202
309	0.1921342395
310	0.1918232967
311	0.1915097829
312	0.191203414
313	0.1909149424
314	0.1906068427
315	0.1902936727
316	0.1899997987
317	0.1897031525
318	0.189420677
319	0.1891211256
320	0.1888597182
321	0.1885636155
322	0.1883229297
323	0.1880356754
324	0.1877635898
325	0.1874527806
326	0.1871738498
327	0.1868882712
328	0.1866665968
329	0.1863877785
330	0.1861088969
331	0.185857919
332	0.1856266393
333	0.1853765413
334	0.18512486
335	0.1848896247
336	0.1846333218
337	0.1843378507
338	0.1841199585
339	0.183851587
340	0.1835840782
341	0.1833754766
342	0.1830938799
343	0.1828084643
344	0.1825616297
345	0.18229266
346	0.1819902346
347	0.1817259841
348	0.1815182403
349	0.1812965972
350	0.1810374262
351	0.1808207949
352	0.1805755005
353	0.1803299238
354	0.1800767352
355	0.1798017301
356	0.179607739
357	0.1793926049
358	0.1791364946
359	0.178923344
360	0.1786832272
361	0.1784490646
362	0.1782116952
363	0.1780072414
364	0.177773492
365	0.1775633801
366	0.177357256
367	0.1771319348
368	0.1769107324
369	0.1766886884
370	0.1764840464
371	0.1762707267
372	0.1760748447
373	0.1758648399
374	0.1756460686
375	0.1754147608
376	0.1752092777
377	0.1750182055
378	0.1748321403
379	0.1745918862
380	0.1743815599
381	0.1741843315
382	0.1739572366
383	0.1737343683
384	0.173538594
385	0.1733629639
386	0.1731648356
387	0.1729469077
388	0.1727251252
389	0.1725124299
390	0.1723193304
391	0.1721050562
392	0.1719277828
393	0.1717192508
394	0.1714996536
395	0.1713054117
396	0.1711035705
397	0.1708916772
398	0.1707082109
399	0.1705099307
400	0.1703304799
401	0.1701367352
402	0.1699296315
403	0.1697207593
404	0.1695115014
405	0.1693241452
406	0.1691013318
407	0.1689465601
408	0.1687803029
409	0.1685937187
410	0.1683822073
411	0.1682059031
412	0.1680340326
413	0.1678311901
414	0.1676699439
415	0.1674903432
416	0.167299806
417	0.1671392164
418	0.1669706396
419	0.1668274753
420	0.1666731945
421	0.1664886288
422	0.16630212
423	0.1661167717
424	0.1659276627
425	0.1657938783
426	0.1656393919
427	0.1654746539
428	0.1653203745
429	0.1651701389
430	0.1650047828
431	0.1647991412
432	0.1646280841
433	0.1644764461
434	0.1643178864
435	0.164139427
436	0.1639671915
437	0.1637799373
438	0.1636018627
439	0.1634382846
440	0.1632630976
441	0.1630815785
442	0.1629245443
443	0.1627667393
444	0.1626017726
445	0.1624444317
446	0.1622862103
447	0.1621307887
448	0.1619926241
449	0.1618310537
450	0.1616931613
451	0.1615202307
452	0.1613651269
453	0.161231771
454	0.1610581467
455	0.1608999173
456	0.160745924
457	0.1606240585
458	0.1604628159
459	0.1603275365
460	0.1601479766
461	0.1599847332
462	0.1598254167
463	0.1596550431
464	0.159507358
465	0.1593563305
466	0.1592210545
467	0.1590614871
468	0.1589194541
469	0.1587630106
470	0.158627756
471	0.1584914451
472	0.1583530764
473	0.1582164665
474	0.1580565529
475	0.1579283832
476	0.1578208728
477	0.1576755111
478	0.1575208258
479	0.1573613087
480	0.157229855
481	0.1570860424
482	0.15696005
483	0.1568237107
484	0.1566964321
485	0.1565549333
486	0.156415721
487	0.1562750167
488	0.156120489
489	0.1559903659
490	0.1558682537
491	0.1557641717
492	0.1556570412
493	0.1555302606
494	0.1553915855
495	0.1552796735
496	0.1551558543
497	0.1550201946
498	0.1548981912
499	0.154773344
500	0.1546491117
501	0.1545213423
502	0.1543906782
503	0.154281977
504	0.1541466324
505	0.1540076535
506	0.1538857467
507	0.1537708062
508	0.1536592347
509	0.1535543856
510	0.1534278741
511	0.1533211721
512	0.153204054
513	0.1530716369
514	0.1529297389
515	0.1527927512
516	0.1526342204
517	0.1525214742
518	0.1524176185
519	0.152300464
520	0.1521887093
521	0.1520712869
522	0.1519529912
523	0.1518453234
524	0.1517055526
525	0.1516037853
526	0.1514977903
527	0.1513945081
528	0.1512537955
529	0.1511255413
530	0.1509840043
531	0.1508832007
532	0.150764602
533	0.1506344553
534	0.1505495372
535	0.150450727
536	0.1503213516
537	0.1502121119
538	0.1500768173
539	0.1499683764
540	0.1498532992
541	0.1497498857
542	0.1496495233
543	0.1495305094
544	0.1494203719
545	0.1493197868
546	0.149211995
547	0.1490900247
548	0.1489837557
549	0.1488613284
550	0.1487647096
551	0.1486770771
552	0.1485765709
553	0.1484902353
554	0.1483926954
555	0.1482624747
556	0.1481625742
557	0.1480698618
558	0.1479585937
559	0.147871373
560	0.1477690794
561	0.1476721787
562	0.1475482034
563	0.1474575327
564	0.1473849684
565	0.1473084904
566	0.1472211095
567	0.1471146988
568	0.1470283954
569	0.1469230596
570	0.1468163565
571	0.1466929308
572	0.1465879893
573	0.14649511
574	0.1463905564
575	0.1462896487
576	0.1462037886
577	0.14608616
578	0.1460061845
579	0.1459162275
580	0.1458121406
581	0.1457286518
582	0.1456316638
583	0.1455077161
584	0.1454028419
585	0.1453309678
586	0.1452352335
587	0.1451254498
588	0.1450277388
589	0.144933352
590	0.1448415524
591	0.1447454955
592	0.1446563973
593	0.1445654566
594	0.1444649371
595	0.1443625229
596	0.1442810491
597	0.144185887
598	0.1440871252
599	0.1440039225
600	0.1439030443
601	0.1438175318
602	0.1437448308
603	0.1436589472
604	0.1435880493
605	0.1434934343
606	0.1433743408
607	0.1432758665
608	0.1431916848
609	0.1430900562
610	0.1430143116
611	0.1429265282
612	0.1428313259
613	0.1427422096
614	0.1426580437
615	0.1425561227
616	0.1424565449
617	0.1423782292
618	0.1422982763
619	0.1422122556
620	0.1421432874
621	0.1420862203
622	0.141998969
623	0.1419161208
624	0.141815144
625	0.1417336322
626	0.1416497213
627	0.1415685733
628	0.1414949176
629	0.1414088337
630	0.1413301703
631	0.1412726392
632	0.1411800848
633	0.141089007
634	0.1410172665
635	0.1409296241
636	0.1408492212
637	0.1407850805
638	0.1407419762
639	0.1406490312
640	0.140559869
641	0.1404804258
642	0.1403975828
643	0.1403105532
644	0.1402186452
645	0.140130121
646	0.1400457827
647	0.1399857492
648	0.1398912994
649	0.1398139241
650	0.1397255254
651	0.1396638097
652	0.1395765141
653	0.1394858744
654	0.1394044718
655	0.139330729
656	0.1392710733
657	0.1392025782
658	0.1391312295
659	0.1390410632
660	0.1389670173
661	0.1388813791
662	0.1387910982
663	0.138727572
664	0.1386285749
665	0.1385610885
666	0.1384987211
667	0.1384210759
668	0.1383305049
669	0.1382489765
670	0.1381827643
671	0.1381008606
672	0.1380053718
673	0.1379209031
674	0.1378549984
675	0.1377646411
676	0.1376914325
677	0.1376226983
678	0.137555844
679	0.1374862377
680	0.1374172846
681	0.1373537293
682	0.1372828893
683	0.1372143739
684	0.1371426512
685	0.1370749928
686	0.1370016478
687	0.1369466911
688	0.1368792544
689	0.1368255803
690	0.1367450501
691	0.1366831839
692	0.1366256346
693	0.1365415288
694	0.1364697117
695	0.1363935811
696	0.1363456212
697	0.1362826499
698	0.1362272725
699	0.1361727843
700	0.136102561
701	0.1360451402
702	0.1359804692
703	0.1359194469
704	0.1358565893
705	0.1357849694
706	0.1357198068
707	0.1356549569
708	0.1355841475
709	0.1355257828
710	0.135444438
711	0.135378453
712	0.1353120698
713	0.1352334673
714	0.1351470709
715	0.135074309
716	0.1350114806
717	0.1349360604
718	0.1348764169
719	0.1348088921
720	0.1347248497
721	0.1346513267
722	0.1345978635
723	0.1345364143
724	0.1344873798
725	0.134415487
726	0.13435132
727	0.1343017429
728	0.1342246782
729	0.1341748949
730	0.1341024389
731	0.1340483168
732	0.1339889301
733	0.133907775
734	0.1338359817
735	0.1337709782
736	0.1337195234
737	0.133674887
738	0.133597991
739	0.1335118111
740	0.1334348541
741	0.1333532738
742	0.1332872037
743	0.1332168007
744	0.1331403898
745	0.1330782948
746	0.1330069519
747	0.1329403078
748	0.1328701393
749	0.1327991988
750	0.1327302845
751	0.1326521546
752	0.1325887526
753	0.1325426193
754	0.1324792354
755	0.1324316749
756	0.1323569889
757	0.1322950052
758	0.1322263255
759	0.1321703767
760	0.1321231821
761	0.1320838994
762	0.1320192961
763	0.1319713804
764	0.1319155656
765	0.1318728455
766	0.1318345159
767	0.1317618446
768	0.1317065064
769	0.1316493602
770	0.1315806724
771	0.1315323785
772	0.1314861123
773	0.1314343705
774	0.1313684451
775	0.1313053361
776	0.1312563582
777	0.131219354
778	0.1311581591
779	0.131083861
780	0.13105206
781	0.1309973761
782	0.1309520964
783	0.1309077098
784	0.130854213
785	0.1308006224
786	0.1307418497
787	0.130677382
788	0.130624228
789	0.1305765031
790	0.1305251644
791	0.1304808947
792	0.1304132371
793	0.1303624077
794	0.1302986249
795	0.1302581701
796	0.1302160619
797	0.1301611561
798	0.1300880133
799	0.130042823
800	0.1299903834
801	0.1299230707
802	0.1298684419
803	0.1298376973
804	0.1297757967
805	0.1297329657
806	0.1296733967
807	0.1296265867
808	0.1295853406
809	0.1295201002
810	0.1294580583
811	0.1293933364
812	0.1293183688
813	0.1292694512
814	0.1292268168
815	0.129178721
816	0.1291485916
817	0.1290966907
818	0.1290652549
819	0.1290131342
820	0.1289537802
821	0.1289043953
822	0.128859878
823	0.1288090356
824	0.1287613872
825	0.1287208588
826	0.1286692253
827	0.1286124841
828	0.1285585912
829	0.1284924868
830	0.1284436921
831	0.1283799481
832	0.1283455347
833	0.1282917502
834	0.1282432235
835	0.1281928819
836	0.1281524652
837	0.1281072586
838	0.1280507147
839	0.128026771
840	0.1279710768
841	0.127923148
842	0.1278649943
843	0.1278081702
844	0.1277752427
845	0.1277267023
846	0.1276970334
847	0.1276480346
848	0.1276083438
849	0.1275511601
850	0.1275055347
851	0.1274499211
852	0.1274025547
853	0.1273411143
854	0.1272870296
855	0.1272265532
856	0.1271886548
857	0.1271329304
858	0.1271018964
859	0.1270430107
860	0.1269998082
861	0.1269410923
862	0.1268853391
863	0.1268536404
864	0.1268230256
865	0.1267770706
866	0.1267426389
867	0.1266944739
868	0.1266329335
869	0.126573053
870	0.1265230836
871	0.1264755727
872	0.1264188919
873	0.1263600346
874	0.1263144557
875	0.126283482
876	0.1262293452
877	0.1261970828
878	0.126154102
879	0.1261302415
880	0.1260820922
881	0.1260371814
882	0.125989571
883	0.1259436706
884	0.1259136028
885	0.1258820107
886	0.1258402955
887	0.1257933315
888	0.1257555554
889	0.125709038
890	0.1256526044
891	0.1255974516
892	0.1255578925
893	0.1255048132
894	0.1254532052
895	0.1254032476
896	0.1253523081
897	0.1253039546
898	0.125255836
899	0.1252127027
900	0.125173393
901	0.1251239891
902	0.1250841816
903	0.1250329361
904	0.124989235
905	0.1249545623
906	0.1249127291
907	0.1248913569
908	0.1248497184
909	0.1248085199
910	0.1247764777
911	0.1247125754
912	0.1246633872
913	0.1246428896
914	0.1246013995
915	0.1245485788
916	0.1244990273
917	0.1244666588
918	0.1244110331
919	0.124378965
920	0.1243231784
921	0.1242858887
922	0.1242525448
923	0.1242066987
924	0.1241746994
925	0.1241348879
926	0.124076024
927	0.1240520894
928	0.124011405
929	0.1239650354
930	0.1239364044
931	0.1238980098
932	0.123850251
933	0.1238066177
934	0.1237724244
935	0.1237310229
936	0.1236852576
937	0.1236422008
938	0.1236029671
939	0.1235686228
940	0.1235077037
941	0.1234607745
942	0.1234108968
943	0.1234046848
944	0.1233541397
945	0.1233169683
946	0.1232736323
947	0.1232296322
948	0.1231837258
949	0.1231352995
950	0.123090544
951	0.1230579019
952	0.1230142745
953	0.1229624896
954	0.1229301529
955	0.1228862013
956	0.1228385651
957	0.1228010733
958	0.1227566529
959	0.1227206074
960	0.1226764202
961	0.1226283774
962	0.122591609
963	0.1225559801
964	0.122514642
965	0.1224741692
966	0.1224211476
967	0.1223831268
968	0.1223359274
969	0.1223031462
970	0.1222669272
971	0.1222221406
972	0.1222165778
973	0.1221685551
974	0.1221229684
975	0.1220949029
976	0.1220546829
977	0.1220147117
978	0.1219768936
979	0.1219299454
980	0.1218857405
981	0.1218357991
982	0.1217916484
983	0.1217680889
984	0.1217292155
985	0.1216828502
986	0.1216421306
987	0.1216144749
988	0.1215770998
989	0.1215352518
990	0.1214943533
991	0.121451299
992	0.1214430292
993	0.1214104065
994	0.1213713525
995	0.1213360254
996	0.1213008503
997	0.1212690022
998	0.1212141932
999	0.1211779043
1000	0.1211431171
1001	0.1210982077
1002	0.1210692125
1003	0.1210227199
1004	0.1209807338
1005	0.1209504736
1006	0.1209106974
1007	0.1208711187
1008	0.1208547698
1009	0.1208131158
1010	0.1208072287
1011	0.1207822238
1012	0.1207667747
1013	0.1207334824
1014	0.1206848078
1015	0.1206550721
1016	0.1206217026
1017	0.1205829935
1018	0.120576134
1019	0.1205429887
1020	0.1205163925
1021	0.1204880025
1022	0.1204484623
1023	0.1204398366
1024	0.120412605
1025	0.1203789929
1026	0.1203603336
1027	0.1203263247
1028	0.1202920211
1029	0.120254645
1030	0.1202181921
1031	0.120158564
1032	0.1201174117
1033	0.1200971459
1034	0.1200477333
1035	0.1200023346
1036	0.119964739
1037	0.1199241857
1038	0.1198925482
1039	0.1198500484
1040	0.1198066011
1041	0.1197765847
1042	0.1197364698
1043	0.1197061333
1044	0.1196698986
1045	0.1196270406
1046	0.1195915196
1047	0.1195629112
1048	0.1195220601
1049	0.1194886324
1050	0.1194594027
1051	0.1194306177
1052	0.1194046008
1053	0.1193633049
1054	0.119332751
1055	0.1192820841
1056	0.1192753838
1057	0.1192302193
1058	0.1191929677
1059	0.1191513673
1060	0.1191236885
1061	0.1190972552
1062	0.1190773811
1063	0.1190476465
1064	0.1190000771
1065	0.1189732648
1066	0.1189422885
1067	0.1189373772
1068	0.1189135238
1069	0.1188713056
1070	0.1188613496
1071	0.1188358141
1072	0.1188004715
1073	0.1187659006
1074	0.1187248093
1075	0.118679713
1076	0.1186323395
1077	0.1186001964
1078	0.1185682273
1079	0.1185332462
1080	0.1185234914
1081	0.1184819018
1082	0.1184742291
1083	0.1184409591
1084	0.1184323705
1085	0.1184096062
1086	0.1183727752
1087	0.1183432098
1088	0.1182995245
1089	0.1182694481
1090	0.1182359318
1091	0.1182054994
1092	0.118166818
1093	0.1181311289
1094	0.1180952722
1095	0.1180884787
1096	0.1180529093
1097	0.1180438358
1098	0.1180051743
1099	0.1179780628
1100	0.1179524305
1101	0.1179197754
1102	0.1178890366
1103	0.1178615255
1104	0.1178324308
1105	0.1178256349
1106	0.1178032217
1107	0.1177704971
1108	0.1177415236
1109	0.11771485
1110	0.1176719227
1111	0.1176298413
1112	0.117583351
1113	0.1175556712
1114	0.1175238278
1115	0.1174939519
1116	0.1174553454
1117	0.1174255517
1118	0.1173834971
1119	0.1173491459
1120	0.1173283086
1121	0.117288151
1122	0.1172657614
1123	0.1172325526
1124	0.1172049014
1125	0.1171689438
1126	0.1171528041
1127	0.1171223855
1128	0.1170989212
1129	0.1170726939
1130	0.1170469314
1131	0.1170275852
1132	0.1169880689
1133	0.1169558142
1134	0.1169323461
1135	0.1169031594
1136	0.1168689665
1137	0.1168475518
1138	0.1168144408
1139	0.116796684
1140	0.1167723216
1141	0.1167306625
1142	0.1166948634
1143	0.1166707711
1144	0.1166374364
1145	0.1166321325
1146	0.1165830485
1147	0.116544758
1148	0.1165235638
1149	0.1164899336
1150	0.1164755799
1151	0.116434568
1152	0.1164278227
1153	0.1164006029
1154	0.1163651629
1155	0.1163246103
1156	0.1162835481
1157	0.1162478463
1158	0.1162194006
1159	0.1162071552
1160	0.11618378
1161	0.1161512974
1162	0.1161144054
1163	0.1160832742
1164	0.1160472989
1165	0.116022852
1166	0.1160030398
1167	0.1159627492
1168	0.1159363262
1169	0.1159162409
1170	0.1158697266
1171	0.115839295
1172	0.1158084311
1173	0.1158018164
1174	0.1157693845
1175	0.1157423106
1176	0.1157108927
1177	0.1156840357
1178	0.1156796073
1179	0.115653558
1180	0.1156255897
1181	0.1156033525
1182	0.1155667551
1183	0.1155374517
1184	0.1155062275
1185	0.1154824348
1186	0.1154425393
1187	0.1153911091
1188	0.1153679856
1189	0.1153296892
1190	0.1152917304
1191	0.1152547765
1192	0.1152204767
1193	0.1152010827
1194	0.1151803287
1195	0.1151531869
1196	0.1151244827
1197	0.1150929192
1198	0.1150614359
1199	0.1150575499
1200	0.1150088599
1201	0.114983668
1202	0.1149450211
1203	0.1149222154
1204	0.1148887604
1205	0.114883205
1206	0.1148537523
1207	0.1148480478
1208	0.1148093935
1209	0.1148024983
1210	0.1147579463
1211	0.114752876
1212	0.1147466572
1213	0.1147083782
1214	0.1146743759
1215	0.1146356373
1216	0.1146107617
1217	0.1146043329
1218	0.1145819562
1219	0.1145395823
1220	0.1145139947
1221	0.1145061116
1222	0.1144904635
1223	0.1144834284
1224	0.1144590696
1225	0.1144255232
1226	0.1143863936
1227	0.1143816494
1228	0.1143579193
1229	0.1143205368
1230	0.1142880031
1231	0.1142591168
1232	0.1142266855
1233	0.1141828891
1234	0.1141767072
1235	0.114171571
1236	0.1141665378
1237	0.1141335985
1238	0.1141257887
1239	0.1141196664
1240	0.1140876044
1241	0.1140571724
1242	0.1140211105
1243	0.1139923619
1244	0.1139626766
1245	0.1139241306
1246	0.1138935518
1247	0.1138574429
1248	0.1138217359
1249	0.1138150532
1250	0.1137778583
1251	0.1137456316
1252	0.1137414914
1253	0.113732834
1254	0.1137012159
1255	0.1136893209
1256	0.1136550907
1257	0.1136196792
1258	0.113602764
1259	0.1135631804
1260	0.1135542689
1261	0.1135205047
1262	0.113488814
1263	0.1134482913
1264	0.113418638
1265	0.1133788312
1266	0.1133580222
1267	0.113335961
1268	0.1133102003
1269	0.1132889979
1270	0.1132805247
1271	0.1132640365
1272	0.1132374148
1273	0.1131901926
1274	0.1131540631
1275	0.1131487581
1276	0.1131071464
1277	0.1130865359
1278	0.1130562764
1279	0.1130458186
1280	0.1130189633
1281	0.1129832907
1282	0.1129460764
1283	0.112909891
1284	0.1129049979
1285	0.1128811203
1286	0.1128655601
1287	0.1128378374
1288	0.112802379
1289	0.1127698628
1290	0.1127473924
1291	0.1127269561
1292	0.1126934149
1293	0.1126893928
1294	0.1126657566
1295	0.1126378389
1296	0.1126011568
1297	0.1125947554
1298	0.112590025
1299	0.1125852677
1300	0.1125780103
1301	0.1125529999
1302	0.1125234546
1303	0.1125152932
1304	0.1125019746
1305	0.1124711383
1306	0.1124380169
1307	0.1124146356
1308	0.1123852772
1309	0.1123745877
1310	0.1123517867
1311	0.112330731
1312	0.1123164583
1313	0.1122791397
1314	0.1122448936
1315	0.1122118036
1316	0.1121885186
1317	0.1121837171
1318	0.1121596473
1319	0.1121374645
1320	0.1121105705
1321	0.1120945506
1322	0.1120758548
1323	0.1120434074
1324	0.112013853
1325	0.1120067578
1326	0.1119811625
1327	0.1119746575
1328	0.1119612397
1329	0.1119377784
1330	0.1119129372
1331	0.1118758168
1332	0.11187125
1333	0.1118412707
1334	0.1118061438
1335	0.1117797288
1336	0.1117404304
1337	0.1117282852
1338	0.1117135113
1339	0.1116864041
1340	0.1116594213
1341	0.1116539959
1342	0.1116331726
1343	0.1116011501
1344	0.1115791763
1345	0.1115441911
1346	0.1115227015
1347	0.1114886772
1348	0.1114828298
1349	0.1114520146
1350	0.1114255445
1351	0.1114171113
1352	0.1114125022
1353	0.1113879033
1354	0.1113823263
1355	0.1113716084
1356	0.1113485906
1357	0.1113243199
1358	0.1112998255
1359	0.1112622344
1360	0.1112291281
1361	0.1112162338
1362	0.1111796119
1363	0.1111738673
1364	0.1111441155
1365	0.1111158585
1366	0.1110944202
1367	0.111062772
1368	0.1110393318
1369	0.1110063778
1370	0.1109802072
1371	0.1109560282
1372	0.1109294482
1373	0.1109226662
1374	0.1108882468
1375	0.1108495485
1376	0.1108166142
1377	0.1107967714
1378	0.1107721281
1379	0.1107401589
1380	0.1107217278
1381	0.1106928099
1382	0.1106686535
1383	0.1106645798
1384	0.1106375853
1385	0.1106097911
1386	0.1105857231
1387	0.1105603458
1388	0.1105537231
1389	0.1105218206
1390	0.1104944776
1391	0.1104626394
1392	0.1104405449
1393	0.1104106968
1394	0.1103756304
1395	0.1103438259
1396	0.1103299693
1397	0.1103138926
1398	0.1102825419
1399	0.1102776673
1400	0.1102506431
1401	0.1102253837
1402	0.1102130916
1403	0.1101899373
1404	0.1101825329
1405	0.1101617642
1406	0.11012943
1407	0.1101047645
1408	0.1100753085
1409	0.1100431777
1410	0.1100097734
1411	0.1099828605
1412	0.1099550567
1413	0.109927762
1414	0.1098959917
1415	0.1098682955
1416	0.1098426958
1417	0.1098377626
1418	0.1098113592
1419	0.1098032355
1420	0.1097762499
1421	0.1097619134
1422	0.1097361713
1423	0.1097290099
1424	0.1096944838
1425	0.1096739647
1426	0.1096699202
1427	0.1096334029
1428	0.1096028776
1429	0.10957877
1430	0.109547299
1431	0.1095219918
1432	0.1095038417
1433	0.1094746918
1434	0.1094439876
1435	0.1094293748
1436	0.109409389
1437	0.1094044585
1438	0.1093832233
1439	0.1093568006
1440	0.1093245341
1441	0.1092919082
1442	0.1092574802
1443	0.1092370642
1444	0.1092038626
1445	0.1091984714
1446	0.1091715721
1447	0.1091676296
1448	0.1091400325
1449	0.1091189492
1450	0.1091098194
1451	0.1090855257
1452	0.1090784401
1453	0.1090476621
1454	0.1090219692
1455	0.1089955189
1456	0.1089901719
1457	0.1089641016
1458	0.1089322963
1459	0.1089052419
1460	0.1088871823
1461	0.1088698862
1462	0.1088603156
1463	0.1088542212
1464	0.1088238598
1465	0.1087981901
1466	0.1087696112
1467	0.1087499976
1468	0.1087318308
1469	0.1087031084
1470	0.1086970665
1471	0.1086669193
1472	0.1086316562
1473	0.1086067678
1474	0.1085776183
1475	0.1085510984
1476	0.1085271084
1477	0.1084988401
1478	0.1084718477
1479	0.1084392635
1480	0.1084265828
1481	0.1084000524
1482	0.1083680464
1483	0.1083474737
1484	0.1083230592
1485	0.1083161697
1486	0.1082875585
1487	0.1082570711
1488	0.1082539807
1489	0.1082493385
1490	0.1082316492
1491	0.1082026967
1492	0.1081878802
1493	0.1081650125
1494	0.1081522462
1495	0.1081277424
1496	0.1081025766
1497	0.1080851704
1498	0.1080793745
1499	0.1080735497
1500	0.1080446623
1501	0.1080391195
1502	0.1080120428
1503	0.1079831335
1504	0.1079773822
1505	0.1079656244
1506	0.1079372504
1507	0.1079101249
1508	0.1078845184
1509	0.1078568952
1510	0.1078488192
1511	0.107839456
