iter	RMSE
447	0.1668504436
448	0.1666996033
449	0.1665398664
450	0.166379166
451	0.1662726747
452	0.166111258
453	0.1659488918
454	0.1657906932
455	0.1656427377
456	0.1654804206
457	0.1653077914
458	0.165176116
459	0.1650080805
460	0.1648794948
461	0.1647117453
462	0.1645762163
463	0.1644193548
464	0.1642603627
465	0.1641033309
466	0.1639697565
467	0.1638234103
468	0.1636637799
469	0.1635076774
470	0.1633817114
471	0.163233041
472	0.1630862897
473	0.1629565971
474	0.1628555504
475	0.1627104507
476	0.1625762767
477	0.1624596942
478	0.162350256
479	0.16219543
480	0.1620956776
481	0.1619497402
482	0.1618111916
483	0.1616550161
484	0.1615083299
485	0.1613617811
486	0.1612136543
487	0.1610492137
488	0.160907467
489	0.1607834926
490	0.1606596029
491	0.1605318704
492	0.1603925484
493	0.1602379999
494	0.1601058985
495	0.1599536116
496	0.1598185589
497	0.1596894743
498	0.1595673763
499	0.1594353746
500	0.159327587
501	0.1592048943
502	0.1590719532
503	0.1589600273
504	0.158815969
505	0.1586931709
506	0.1585440086
507	0.1584080954
508	0.1583016057
509	0.1581431948
510	0.1580005448
511	0.1578723376
512	0.1577644625
513	0.1576570397
514	0.1575313123
515	0.1573836125
516	0.1572489625
517	0.1571046119
518	0.1569629579
519	0.1568487014
520	0.1567163915
521	0.1566225811
522	0.1565166986
523	0.1563878297
524	0.1562698845
525	0.1561624652
526	0.1560333119
527	0.1559085065
528	0.1558105504
529	0.1556737782
530	0.1555645418
531	0.1554418115
532	0.1553376364
533	0.1552241247
534	0.1551131532
535	0.1550027854
536	0.1548778513
537	0.1547822436
538	0.1546739112
539	0.1545751982
540	0.1544715451
541	0.1543472965
542	0.1542419253
543	0.1541412415
544	0.1540197409
545	0.1539174699
546	0.1538093915
547	0.1537074478
548	0.1535897113
549	0.1534779979
550	0.1533865551
551	0.153286972
552	0.1531620268
553	0.1530402215
554	0.1529162469
555	0.1528277235
556	0.1527340547
557	0.1526241122
558	0.1525070359
559	0.1523950183
560	0.1523120529
561	0.1521982794
562	0.1520826382
563	0.1519824358
564	0.1518853838
565	0.1517621072
566	0.151656567
567	0.1515358523
568	0.1514072096
569	0.1513013824
570	0.1512158915
571	0.1511353394
572	0.1510321381
573	0.1509396549
574	0.150816022
575	0.1507082533
576	0.1505961081
577	0.150481638
578	0.1503686611
579	0.1502699014
580	0.1501737864
581	0.1500762258
582	0.1499829204
583	0.1498567745
584	0.1497556681
585	0.1496432444
586	0.1495504569
587	0.1494607174
588	0.1493508537
589	0.1492333602
590	0.1491307732
591	0.1490510218
592	0.1489639908
593	0.1488826129
594	0.1487941881
595	0.148717577
596	0.1486266091
597	0.1485255877
598	0.148407528
599	0.1483145016
600	0.1482129038
601	0.1481133117
602	0.1480231404
603	0.1479100434
604	0.1477848044
605	0.147687873
606	0.1475888198
607	0.147477627
608	0.1474028381
609	0.1472886217
610	0.1472034425
611	0.1471082968
612	0.146992343
613	0.1469125166
614	0.1468450759
615	0.1467315867
616	0.146643173
617	0.1465576212
618	0.146469564
619	0.146372261
620	0.1462932775
621	0.1461895777
622	0.1461077736
623	0.1460335101
624	0.1459483838
625	0.1458695761
626	0.1457831716
627	0.1457200751
628	0.1456459456
629	0.1455803212
630	0.1454899415
631	0.1454059815
632	0.1453176596
633	0.1452321641
634	0.1451709665
635	0.1450495798
636	0.1449631679
637	0.144875334
638	0.1448160629
639	0.1447293582
640	0.1446203723
641	0.1445347731
642	0.1444272977
643	0.1443222709
644	0.1442346619
645	0.1441575326
646	0.1440688542
647	0.1439879368
648	0.143893339
649	0.1438232286
650	0.1437364988
651	0.1436649379
652	0.143584262
653	0.1435140775
654	0.1434481271
655	0.1433504103
656	0.1432567677
657	0.1431743544
658	0.1430892089
659	0.1430168036
660	0.1429165898
661	0.1428308227
662	0.142748065
663	0.142653968
664	0.1425464146
665	0.1424759062
666	0.1424052848
667	0.1423325662
668	0.1422886389
669	0.1421989068
670	0.1421008923
671	0.142039223
672	0.1419490756
673	0.1418808837
674	0.1418015867
675	0.1417542133
676	0.141674273
677	0.1415862948
678	0.1414963524
679	0.1414143812
680	0.1413258239
681	0.1412510584
682	0.1411864266
683	0.1411240006
684	0.1410400102
685	0.1409715976
686	0.1408959937
687	0.1408297244
688	0.140757665
689	0.1406705507
690	0.1406072907
691	0.1405436819
692	0.1404675542
693	0.1403960481
694	0.1403350033
695	0.1402413262
696	0.1401750093
697	0.140093555
698	0.1400388425
699	0.139974171
700	0.1398915911
701	0.1398397336
702	0.1397569456
703	0.1396623447
704	0.1395857101
705	0.139511175
706	0.1394434981
707	0.1393582333
708	0.1393005719
709	0.1392352699
710	0.1391468188
711	0.1390845944
712	0.1390140444
713	0.1389308764
714	0.1388336663
715	0.1387784788
716	0.1387035954
717	0.1386341916
718	0.1385813513
719	0.1385252678
720	0.1384300044
721	0.1383637471
722	0.1382784738
723	0.138175782
724	0.1380804709
725	0.1380287745
726	0.1379612109
727	0.1378841259
728	0.1378121918
729	0.1377637722
730	0.1376738526
731	0.1376072334
732	0.1375319667
733	0.1374775674
734	0.1374077664
735	0.1373270009
736	0.1372733238
737	0.1372021247
738	0.137141061
739	0.1370595051
740	0.1370031769
741	0.1369393335
742	0.1368600494
743	0.136799599
744	0.1367299752
745	0.1366783584
746	0.1366192271
747	0.1365466586
748	0.136482434
749	0.136414823
750	0.1363299053
751	0.1362713742
752	0.1362106171
753	0.1361497603
754	0.1360900456
755	0.1360521846
756	0.1359724864
757	0.1359132243
758	0.1358566445
759	0.135782889
760	0.1357251717
761	0.1356609438
762	0.1355956314
763	0.1355338248
764	0.1354781932
765	0.1353976433
766	0.135340147
767	0.1352757993
768	0.1352189494
769	0.135145462
770	0.1350929779
771	0.1350125036
772	0.1349565457
773	0.1349001162
774	0.1348326507
775	0.1347567328
776	0.1346675639
777	0.1346181212
778	0.1345523656
779	0.1344909379
780	0.1344299756
781	0.1343701183
782	0.1342963509
783	0.1342410864
784	0.1341834135
785	0.1341170608
786	0.1340584154
787	0.1340027879
788	0.1339473905
789	0.13389789
790	0.1338470837
791	0.1337823155
792	0.1337371301
793	0.1336751173
794	0.1336075112
795	0.1335563145
796	0.1334694829
797	0.1334048622
798	0.1333442557
799	0.1332653143
800	0.1332086622
801	0.133124488
802	0.1330576766
803	0.1330020657
804	0.1329589146
805	0.132903982
806	0.132858125
807	0.1328098357
808	0.1327476173
809	0.132702618
810	0.132641813
811	0.1325881378
812	0.1325539125
813	0.1324963633
814	0.1324541753
815	0.132396118
816	0.1323368719
817	0.1322960557
818	0.1322183822
819	0.1321676491
820	0.1321233093
821	0.1320703676
822	0.1320132672
823	0.1319421452
824	0.131879701
825	0.1318052816
826	0.1317413395
827	0.1316967167
828	0.1316524786
829	0.1316081873
830	0.1315545768
831	0.1314936651
832	0.1314764568
833	0.1314286032
834	0.1313937202
835	0.1313370026
836	0.1312802565
837	0.1312289654
838	0.1311841006
839	0.1311315147
840	0.1310831062
841	0.1310208022
842	0.1309796304
843	0.1309230448
844	0.1308800601
845	0.1308060198
846	0.1307502172
847	0.1306814338
848	0.1306068252
849	0.1305447262
850	0.1304805135
851	0.1304390668
852	0.1303845509
853	0.1303302002
854	0.1302729317
855	0.1302196744
856	0.1301619676
857	0.130104323
858	0.1300595908
859	0.13001543
860	0.1299601193
861	0.1299019126
862	0.1298657879
863	0.129820751
864	0.1297883073
865	0.129726809
866	0.1296648372
867	0.1296194597
868	0.1295574004
869	0.1294959173
870	0.129449138
871	0.1293892432
872	0.1293067504
873	0.1292448045
874	0.1291910404
875	0.1291448378
876	0.1290840379
877	0.1290426986
878	0.1289972463
879	0.1289538825
880	0.1289038744
881	0.1288637258
882	0.1287986554
883	0.1287794301
884	0.128732667
885	0.1286752114
886	0.1286291842
887	0.1285802297
888	0.1285355137
889	0.1284718058
890	0.1284141928
891	0.1283775273
892	0.1283321461
893	0.1282825687
894	0.1282075568
895	0.1281986142
896	0.1281689814
897	0.1281371683
898	0.1280866565
899	0.1280361342
900	0.1279927033
901	0.127969797
902	0.1279281427
903	0.1279225194
904	0.1278839823
905	0.1278385127
906	0.1277859643
907	0.1277466193
908	0.1277071255
909	0.1276546223
910	0.1276027964
911	0.1275600524
912	0.1275120755
913	0.1274455866
914	0.1273890048
915	0.1273279168
916	0.1273146814
917	0.1272789462
918	0.1272218591
919	0.1271684161
920	0.1271155255
921	0.1270522932
922	0.1270025141
923	0.1269510604
924	0.1268908297
925	0.1268550864
926	0.1268144391
927	0.1267729265
928	0.126708416
929	0.1267023694
930	0.1266635717
931	0.1266056891
932	0.1265617288
933	0.1265250906
934	0.126495684
935	0.1264506201
936	0.1264023068
937	0.126343693
938	0.1262784844
939	0.1262326032
940	0.1261969872
941	0.1261528176
942	0.1261086695
943	0.1260651531
944	0.1260297513
945	0.1259894508
946	0.1259436269
947	0.1259004917
948	0.1258702672
949	0.1258089132
950	0.1257728816
951	0.1257591375
952	0.1257229621
953	0.1256692991
954	0.1256279643
955	0.1256067868
956	0.1255712037
957	0.1255401933
958	0.1255078664
959	0.1254538806
960	0.1254331271
961	0.1253909134
962	0.1253474625
963	0.1252999952
964	0.1252816694
965	0.1252260939
966	0.1251646008
967	0.1251286242
968	0.1250861851
969	0.1250626238
970	0.1250253237
971	0.1250122548
972	0.1249893595
973	0.1249458001
974	0.1248965847
975	0.1248590394
976	0.1248116148
977	0.124770823
978	0.1247113301
979	0.1246606643
980	0.1246074606
981	0.1245514123
982	0.124529494
983	0.1244974974
984	0.1244479303
985	0.1244139935
986	0.1243626742
987	0.124325764
988	0.1243107428
989	0.1242645252
990	0.1242148431
991	0.1241724775
992	0.1241393199
993	0.1241073317
994	0.1240653319
995	0.1240161777
996	0.1239831163
997	0.1239742341
998	0.1239183837
999	0.1238764089
1000	0.1238367158
1001	0.1237976025
1002	0.1237446722
1003	0.1237197433
1004	0.1236708332
1005	0.1236328506
1006	0.1236192577
1007	0.1235797325
1008	0.1235410416
1009	0.1235007949
1010	0.1234623817
1011	0.1234192247
1012	0.1233812677
1013	0.1233455614
1014	0.1232964939
1015	0.1232466667
1016	0.1232333145
1017	0.1232183161
1018	0.1231851959
1019	0.1231522361
1020	0.1231067068
1021	0.1230642011
1022	0.1230301015
1023	0.122989043
1024	0.1229750309
1025	0.1229305617
1026	0.1228730533
1027	0.1228647568
1028	0.1228125364
1029	0.1227664259
1030	0.122717153
1031	0.1226837006
1032	0.1226611672
1033	0.1226246576
1034	0.1225892777
1035	0.1225354506
1036	0.1224757665
1037	0.1224328918
1038	0.1223939164
1039	0.1223682304
1040	0.1223611219
1041	0.1223204033
1042	0.1222701382
1043	0.1222526922
1044	0.1222010756
1045	0.1221658027
1046	0.1221237629
1047	0.1220875328
1048	0.1220501199
1049	0.1220278091
1050	0.1219918315
1051	0.1219822342
1052	0.1219616211
1053	0.1219290622
1054	0.1218906961
1055	0.121849777
1056	0.1218049899
1057	0.1217557681
1058	0.1217040914
1059	0.1216800149
1060	0.1216732465
1061	0.1216236464
1062	0.1215970192
1063	0.1215537244
1064	0.1215151366
1065	0.1214933416
1066	0.1214521668
1067	0.1214319381
1068	0.1213898884
1069	0.1213578957
1070	0.1213066001
1071	0.1212848256
1072	0.1212481186
1073	0.1212081632
1074	0.1211877796
1075	0.121146981
1076	0.1211423848
1077	0.121130825
1078	0.1210996102
1079	0.1210588855
1080	0.1210172887
1081	0.120975492
1082	0.1209477269
1083	0.1209103157
1084	0.1208718923
1085	0.1208525347
1086	0.120804582
1087	0.1207804815
1088	0.1207353266
1089	0.1207158901
1090	0.1207072712
1091	0.1206771504
1092	0.1206301892
1093	0.120591936
1094	0.1205397621
1095	0.1205056857
1096	0.1204679127
1097	0.1204237317
1098	0.1203814992
1099	0.1203747887
1100	0.1203319681
1101	0.1202879536
1102	0.1202535878
1103	0.1202386391
1104	0.1202258076
1105	0.1201922052
1106	0.1201775006
1107	0.1201514496
1108	0.1201036201
1109	0.1200570455
1110	0.1200179395
1111	0.1199712953
1112	0.1199308293
1113	0.1199028317
1114	0.1198696889
1115	0.1198466822
1116	0.1198091618
1117	0.1197627429
1118	0.1197339296
1119	0.1196969092
1120	0.1196639381
1121	0.1196332469
1122	0.1196081923
1123	0.1195618045
1124	0.1195383168
1125	0.119515038
1126	0.1194740344
1127	0.1194311312
1128	0.1193828882
1129	0.1193451108
1130	0.119304752
1131	0.1192704495
1132	0.1192352428
1133	0.1192287435
1134	0.1191841013
1135	0.1191544063
1136	0.1191088445
1137	0.1191017654
1138	0.1190686393
1139	0.1190323998
1140	0.1189997187
1141	0.1189617349
1142	0.1189323261
1143	0.1189052814
1144	0.1188570477
1145	0.1188402554
1146	0.1188113116
1147	0.1187757355
1148	0.1187388437
1149	0.1187004351
1150	0.1186944146
1151	0.1186680589
1152	0.1186238505
1153	0.118607496
1154	0.1185638001
1155	0.1185359173
1156	0.1184889163
1157	0.1184472238
1158	0.1184153136
1159	0.1184048999
1160	0.1183695342
1161	0.1183475179
1162	0.1183097693
1163	0.1182752552
1164	0.118239828
1165	0.1182210829
1166	0.1181804494
1167	0.1181407648
1168	0.1181170692
1169	0.1180834708
1170	0.1180493101
1171	0.1180433541
1172	0.1180076541
1173	0.1179641278
1174	0.1179306087
1175	0.1179237546
1176	0.1178903228
1177	0.1178721032
1178	0.117866565
1179	0.1178348915
1180	0.1178235312
1181	0.1177809023
1182	0.1177364576
1183	0.1176953262
1184	0.1176541574
1185	0.1176165097
1186	0.1175769746
1187	0.117534734
1188	0.1174908319
1189	0.1174485326
1190	0.1174004042
1191	0.1173674321
1192	0.1173236925
1193	0.1172998569
1194	0.1172595438
1195	0.1172128229
1196	0.11717934
1197	0.1171486006
1198	0.1171365366
1199	0.1171066388
1200	0.1170914981
1201	0.1170570432
1202	0.117014362
1203	0.1169861316
1204	0.1169489239
1205	0.1169157309
1206	0.1168825036
1207	0.1168593387
1208	0.1168459894
1209	0.1168211082
1210	0.1167888098
1211	0.1167624914
1212	0.1167263605
1213	0.1166994484
1214	0.1166935482
1215	0.1166716325
1216	0.116629013
1217	0.1166142511
1218	0.1165927541
1219	0.1165651635
1220	0.1165321222
1221	0.1165030462
1222	0.1164797252
1223	0.1164465678
1224	0.1164356622
1225	0.1164274554
1226	0.1163909116
1227	0.1163779863
1228	0.1163718609
1229	0.1163437655
1230	0.116306264
1231	0.1162718924
1232	0.116266326
1233	0.1162340014
1234	0.1162182637
1235	0.1161775078
1236	0.1161424058
1237	0.1160992719
1238	0.1160843236
1239	0.1160457428
1240	0.1160128182
1241	0.1159844207
1242	0.115957159
1243	0.1159498868
1244	0.1159041214
1245	0.1158872231
1246	0.1158583808
1247	0.1158305746
1248	0.1158239411
1249	0.1157857545
1250	0.1157438698
1251	0.1157125796
1252	0.1156796038
1253	0.1156454917
1254	0.1156189574
1255	0.115590375
1256	0.1155675135
1257	0.1155254618
1258	0.1155049795
1259	0.11548084
1260	0.1154465075
1261	0.1154047986
1262	0.1153656964
1263	0.1153349339
1264	0.1152993267
1265	0.1152538877
1266	0.1152014165
1267	0.1151633715
1268	0.1151299753
1269	0.1151017102
1270	0.115086186
1271	0.115077935
1272	0.1150442416
1273	0.115004427
1274	0.1149728046
1275	0.1149406359
1276	0.1149008119
1277	0.1148555088
1278	0.114818856
1279	0.1148023324
1280	0.1147830559
1281	0.1147600861
1282	0.1147203559
1283	0.1146909496
1284	0.1146627305
1285	0.1146458188
1286	0.1145966177
1287	0.1145543242
1288	0.1145134714
1289	0.1144894972
1290	0.1144524669
1291	0.1144177799
1292	0.1143900194
1293	0.1143797541
1294	0.1143436047
1295	0.1143045615
1296	0.1142636918
1297	0.1142490045
1298	0.1142048484
1299	0.1141906458
1300	0.1141738197
1301	0.1141347747
1302	0.1140918154
1303	0.1140583952
1304	0.1140176616
1305	0.1139755968
1306	0.1139373244
1307	0.1139167753
1308	0.1138984216
1309	0.1138613789
1310	0.1138251188
1311	0.1137934046
1312	0.1137543252
1313	0.1137221973
1314	0.1136945773
1315	0.1136655485
1316	0.1136512761
1317	0.1136166675
1318	0.1136073275
1319	0.1135630831
1320	0.1135368258
1321	0.1134883158
1322	0.1134593931
1323	0.1134204387
1324	0.1133956416
1325	0.1133676847
1326	0.1133569776
1327	0.1133314805
1328	0.1132970641
1329	0.1132651801
1330	0.1132436288
1331	0.1132119247
1332	0.1131917634
1333	0.1131791764
1334	0.113144036
1335	0.1131250174
1336	0.1131076712
1337	0.1130624492
1338	0.1130311384
1339	0.1130116978
1340	0.112978305
1341	0.1129588439
1342	0.112927909
1343	0.1129131797
1344	0.1128726599
1345	0.1128554189
1346	0.1128232206
1347	0.1128009547
1348	0.1127691284
1349	0.1127255026
1350	0.1126960166
1351	0.1126720324
1352	0.1126336172
1353	0.1126226185
1354	0.1126009826
1355	0.1125691323
1356	0.1125376474
1357	0.112511548
1358	0.1124705443
1359	0.112432518
1360	0.112413564
1361	0.1123868073
1362	0.1123811158
1363	0.1123497646
1364	0.1123152701
1365	0.1122818596
1366	0.1122548917
1367	0.1122223797
1368	0.1121851364
1369	0.1121457623
1370	0.1121110158
1371	0.1120733448
1372	0.1120377158
1373	0.1119944727
1374	0.1119520642
1375	0.111946838
1376	0.1119124834
1377	0.1118788539
1378	0.1118492641
1379	0.1118151317
1380	0.1117978582
1381	0.1117717462
1382	0.1117595821
1383	0.1117259779
1384	0.1116988608
1385	0.1116623704
1386	0.1116212088
1387	0.1115952734
1388	0.1115628264
1389	0.1115251163
1390	0.1114992354
1391	0.1114655345
1392	0.1114393292
1393	0.1114331208
1394	0.1114054215
1395	0.1113710902
1396	0.1113392671
1397	0.111313954
1398	0.1112875771
1399	0.1112647551
1400	0.1112297937
1401	0.1111998208
1402	0.1111755964
1403	0.1111369136
1404	0.1111134075
1405	0.1110969852
1406	0.111077099
1407	0.1110401157
1408	0.1110203394
1409	0.11100239
1410	0.1109836899
1411	0.1109491087
1412	0.1109183248
1413	0.1108823822
1414	0.1108586972
1415	0.1108233286
1416	0.110801014
1417	0.1107824892
1418	0.110752415
1419	0.1107283091
1420	0.1107091722
1421	0.1106858817
1422	0.1106731281
1423	0.1106367419
1424	0.1105954528
1425	0.1105715407
1426	0.1105461916
1427	0.1105162827
1428	0.11048337
1429	0.1104677461
1430	0.1104429924
1431	0.1104152657
1432	0.1103825586
1433	0.1103409464
1434	0.1103281485
1435	0.110295408
1436	0.1102855294
1437	0.1102583247
1438	0.1102454648
1439	0.1102195428
1440	0.1101810372
1441	0.110155345
1442	0.1101262905
1443	0.1101039411
1444	0.1100805325
1445	0.1100533254
1446	0.1100127141
1447	0.1099794727
1448	0.1099496312
1449	0.1099143469
1450	0.1098746125
1451	0.109830449
1452	0.109798959
1453	0.1097784786
1454	0.1097559944
1455	0.1097308307
1456	0.1097168295
1457	0.1096929074
1458	0.1096806372
1459	0.109638733
1460	0.1095952808
1461	0.1095681221
1462	0.1095406829
1463	0.1095292177
1464	0.1095014315
1465	0.109465064
1466	0.1094294867
1467	0.10941381
1468	0.1093929541
1469	0.1093702974
1470	0.1093456283
1471	0.1093189131
1472	0.1092853191
1473	0.1092555512
1474	0.10922281
1475	0.1091977533
1476	0.1091808083
1477	0.1091461803
1478	0.1091176908
1479	0.1090921854
1480	0.1090797606
1481	0.1090576633
1482	0.1090205037
1483	0.1089859889
1484	0.1089440651
1485	0.1089065415
1486	0.108881546
1487	0.1088599051
1488	0.1088281177
1489	0.1088001042
1490	0.1087772685
1491	0.1087477916
1492	0.1087341633
1493	0.1087079447
1494	0.1086564795
1495	0.1086149802
1496	0.1085779616
1497	0.1085448691
1498	0.1085337706
1499	0.1084944174
1500	0.1084755595
1501	0.1084493281
1502	0.1084357758
1503	0.1084142049
1504	0.108393379
1505	0.1083853924
1506	0.108364523
1507	0.1083400849
1508	0.1083181713
1509	0.1082987519
1510	0.1082757882
1511	0.1082385414
1512	0.1082181494
1513	0.1081914743
